INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,PDOP,HDOP,VDOP,NSAT (USED/VIEW),SAT INFO (SID-SNR),DISTANCE,
339,T,2015/07/16,10:25:33.000,SPS,52.679199,N,1.330130,E,71.632 m,0.859 km/h,2.06,0.97,1.81,8(10),#31-23;#12-20;#14-19;#25-18;#29-27;#02-23;#24-21;#06-30;03-16;32-25,      3.69 m,
340,T,2015/07/16,10:25:43.000,SPS,52.679190,N,1.330161,E,71.617 m,0.646 km/h,2.10,1.05,1.82,7(10),#31-32;#12-18;14-22;#25-23;#29-26;#02-22;#24-18;#06-25;03-17;32-29,      2.34 m,
341,T,2015/07/16,10:25:53.000,SPS,52.679194,N,1.330168,E,71.582 m,0.590 km/h,2.06,0.97,1.82,8(10),#31-27;#12-21;#14-24;#25-16;#29-25;#02-18;#24-20;#06-25;03-17;32-25,      0.63 m,
342,T,2015/07/16,10:26:03.000,SPS,52.679195,N,1.330138,E,71.568 m,0.883 km/h,2.06,0.97,1.81,8(10),#31-26;#12-26;#14-24;#25-26;#29-25;#02-24;#24-23;#06-23;03-18;32-17,      2.02 m,
343,T,2015/07/16,10:26:13.000,SPS,52.679181,N,1.330123,E,71.654 m,0.898 km/h,2.06,0.97,1.81,8(10),#31-29;#12-20;#14-25;#25-27;#29-27;#02-19;#24-19;#06-19;03-18;32-17,      1.82 m,
344,T,2015/07/16,10:26:23.000,SPS,52.679070,N,1.330094,E,70.863 m,1.416 km/h,2.06,0.97,1.82,8(10),#31-29;#12-29;#14-26;#25-31;#29-25;#02-29;#24-22;#06-19;03-16;32-17,     12.60 m,
345,T,2015/07/16,10:26:33.000,SPS,52.679067,N,1.330148,E,70.986 m,0.521 km/h,2.06,0.97,1.81,8(10),#31-31;#12-30;#14-28;#25-21;#29-38;#02-24;#24-23;#06-22;03-19;32-16,      3.69 m,
346,T,2015/07/16,10:26:43.000,SPS,52.679054,N,1.330146,E,71.104 m,0.486 km/h,2.06,0.97,1.81,8(10),#31-30;#12-30;#14-28;#25-33;#29-26;#02-24;#24-22;#06-20;03-20;32-00,      1.48 m,
347,T,2015/07/16,10:26:53.000,SPS,52.679053,N,1.330138,E,71.147 m,0.462 km/h,1.30,0.96,0.88,8(10),#31-30;#12-27;#14-28;#25-30;#29-23;#02-35;#24-20;#06-20;03-22;32-00,      0.57 m,
348,T,2015/07/16,10:27:03.000,SPS,52.679050,N,1.330133,E,71.118 m,0.281 km/h,1.30,0.96,0.88,8(10),#31-31;#12-19;#14-26;#25-28;#29-28;#02-31;#24-18;#06-25;03-18;32-18,      0.47 m,
349,T,2015/07/16,10:27:13.000,SPS,52.679063,N,1.330079,E,71.199 m,2.092 km/h,1.30,0.96,0.88,8(10),#31-30;#12-26;#14-28;#25-27;#29-28;#02-26;#24-20;#06-24;03-27;32-17,      3.95 m,
350,T,2015/07/16,10:27:23.000,SPS,52.679094,N,1.329879,E,71.842 m,5.173 km/h,1.30,0.96,0.88,8(10),#31-45;#12-36;#14-39;#25-35;#29-40;#02-34;#24-35;#06-29;03-38;32-21,     13.93 m,
351,T,2015/07/16,10:27:33.000,SPS,52.679212,N,1.329854,E,73.642 m,5.023 km/h,1.30,0.96,0.88,8(10),#31-48;#12-37;#14-35;#25-37;#29-41;#02-35;#24-31;#06-39;03-23;32-18,     13.28 m,
352,T,2015/07/16,10:27:43.000,SPS,52.679238,N,1.329828,E,72.628 m,0.684 km/h,1.43,1.12,0.89,7(10),#31-27;#12-21;#14-20;#25-26;#29-27;#02-30;#24-25;06-17;03-16;32-16,      3.58 m,
353,T,2015/07/16,10:27:53.000,SPS,52.679246,N,1.329815,E,72.538 m,0.410 km/h,1.30,0.96,0.88,8(10),#31-21;#12-23;#14-24;#25-25;#29-26;#02-25;#24-26;#06-21;03-00;32-00,      1.21 m,
354,T,2015/07/16,10:28:03.000,SPS,52.679250,N,1.329822,E,72.528 m,0.484 km/h,1.30,0.96,0.88,8(10),#31-26;#12-23;#14-26;#25-25;#29-30;#02-21;#24-31;#06-29;03-00;32-00,      0.66 m,
355,T,2015/07/16,10:28:13.000,SPS,52.679249,N,1.329828,E,72.538 m,0.307 km/h,1.30,0.96,0.88,8(10),#31-28;#12-21;#14-22;#25-23;#29-31;#02-22;#24-33;#06-30;03-00;32-00,      0.43 m,
356,T,2015/07/16,10:28:23.000,SPS,52.679230,N,1.329909,E,72.540 m,1.655 km/h,1.30,0.96,0.88,8(10),#31-27;#12-25;#14-26;#25-25;#29-16;#02-22;#24-21;#06-27;03-00;32-00,      5.89 m,
357,T,2015/07/16,10:28:33.000,SPS,52.679069,N,1.329694,E,72.613 m,9.476 km/h,1.30,0.96,0.88,8(10),#31-27;#12-35;#14-27;#25-34;#29-28;#02-30;#24-19;#06-23;03-00;32-00,     23.05 m,
358,T,2015/07/16,10:28:43.000,SPS,52.678339,N,1.329293,E,72.501 m,51.562 km/h,1.30,0.96,0.88,8(10),#31-32;#12-35;#14-31;#25-33;#29-35;#02-23;#24-27;#06-32;03-17;32-00,     85.68 m,
359,T,2015/07/16,10:28:53.000,SPS,52.676671,N,1.328749,E,72.743 m,80.719 km/h,1.30,0.96,0.88,8(10),#31-31;#12-34;#14-23;#25-34;#29-36;#02-20;#24-29;#06-31;03-16;32-00,    189.23 m,
360,T,2015/07/16,10:29:03.000,SPS,52.674712,N,1.327712,E,74.683 m,83.190 km/h,1.30,0.96,0.88,8(10),#31-18;#12-27;#14-21;#25-28;#29-31;#02-28;#24-25;#06-24;03-00;32-00,    229.00 m,
361,T,2015/07/16,10:29:13.000,SPS,52.673319,N,1.325144,E,77.085 m,87.417 km/h,1.30,0.96,0.88,8(10),#31-15;#12-30;#14-37;#25-36;#29-29;#02-23;#24-28;#06-25;03-00;32-00,    232.78 m,
362,T,2015/07/16,10:29:23.000,SPS,52.671571,N,1.322916,E,75.777 m,89.307 km/h,1.34,0.99,0.91,7(10),#31-25;12-17;#14-33;#25-37;#29-32;#02-37;#24-18;#06-27;03-00;32-20,    246.13 m,
363,T,2015/07/16,10:29:33.000,SPS,52.669555,N,1.321799,E,73.950 m,81.562 km/h,1.30,0.96,0.88,8(10),#31-27;#12-27;#14-25;#25-33;#29-36;#02-26;#24-27;#06-20;03-00;32-00,    236.74 m,
364,T,2015/07/16,10:29:43.000,SPS,52.667887,N,1.320667,E,73.368 m,65.629 km/h,1.30,0.96,0.88,8(10),#31-20;#12-23;#14-22;#25-19;#29-18;#02-20;#24-17;#06-26;03-00;32-00,    200.80 m,
365,T,2015/07/16,10:29:53.000,SPS,52.666811,N,1.318965,E,71.762 m,55.801 km/h,1.30,0.96,0.88,8(10),#31-20;#12-24;#14-25;#25-37;#29-17;#02-19;#24-17;#06-27;03-00;32-00,    166.14 m,
366,T,2015/07/16,10:30:03.000,SPS,52.665814,N,1.317862,E,69.526 m,43.233 km/h,1.30,0.96,0.87,8(10),#31-26;#12-27;#14-31;#25-38;#29-29;#02-30;#24-20;#06-19;03-00;32-00,    133.74 m,
367,T,2015/07/16,10:30:13.000,SPS,52.664755,N,1.316972,E,67.559 m,48.514 km/h,1.30,0.96,0.87,8(10),#31-21;#12-33;#14-25;#25-34;#29-28;#02-18;#24-18;#06-20;03-00;32-00,    132.31 m,
368,T,2015/07/16,10:30:23.000,SPS,52.663830,N,1.316113,E,66.575 m,34.160 km/h,1.30,0.96,0.87,8(10),#31-22;#12-29;#14-28;#25-25;#29-34;#02-39;#24-18;#06-18;32-00;03-00,    118.21 m,
369,T,2015/07/16,10:30:33.000,SPS,52.663006,N,1.315193,E,66.898 m,44.757 km/h,1.30,0.96,0.87,8(10),#31-24;#12-22;#14-35;#25-36;#29-34;#02-39;#24-19;#06-24;32-00;03-00,    110.86 m,
